age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
31 - 35,female,Engineering and IT,Engineering,"Pirojpur,156",Married,Yes,Business,0.33,0.33,1.0,0.33,3.0
31 - 35,female,Engineering and IT,Engineering,"Pirojpur,156",Married,Yes,Business,0.33,1.0,0.66,1.0,4.0
31 - 35,female,Engineering and IT,Engineering,"Pirojpur,156",Married,Yes,Business,1.0,0.66,0.66,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Dinajpur,236",Unmarried,not married,I am not married,0.33,1.0,0.33,0.66,4.0
31 - 35,male,Engineering and IT,Engineering,"Dinajpur,236",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
31 - 35,male,Engineering and IT,Engineering,"Dinajpur,236",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhalokati,475",Married,Spouce does not work,Engineering,0.33,0.33,0.66,0.33,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhalokati,475",Married,Spouce does not work,Engineering,0.33,1.0,0.33,0.33,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhalokati,475",Married,Spouce does not work,Engineering,0.33,0.33,0.66,0.33,3.0
41 or above,male,Engineering and IT,Engineering,"Pirojpur,403",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
41 or above,male,Engineering and IT,Engineering,"Pirojpur,403",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
41 or above,male,Engineering and IT,Engineering,"Pirojpur,403",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
36 - 40,prefer not to disclose,Business,Business,"Jhalokati,279",Married,Yes,Other,1.0,1.0,0.33,1.0,5.0
36 - 40,prefer not to disclose,Business,Business,"Jhalokati,279",Married,Yes,Other,1.0,1.0,1.0,0.33,5.0
36 - 40,prefer not to disclose,Business,Business,"Jhalokati,279",Married,Yes,Other,0.66,0.66,0.33,1.0,4.0
20 - 25,female,Engineering and IT,Engineering,"Gaibandha,392",Married,Yes,Social,0.66,1.0,0.33,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Gaibandha,392",Married,Yes,Social,0.33,0.66,0.33,0.33,2.0
20 - 25,female,Engineering and IT,Engineering,"Gaibandha,392",Married,Yes,Social,1.0,0.33,0.33,0.66,4.0
20 - 25,male,Other,Social,"Gaibandha,247",Married,Spouce does not work,Engineering,0.66,0.66,0.33,1.0,4.0
20 - 25,male,Other,Social,"Gaibandha,247",Married,Spouce does not work,Engineering,0.66,0.33,0.66,0.66,3.0
20 - 25,male,Other,Social,"Gaibandha,247",Married,Spouce does not work,Engineering,1.0,0.66,1.0,0.66,5.0
31 - 35,prefer not to disclose,Business,Social,"Patuakhali,198",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
31 - 35,prefer not to disclose,Business,Social,"Patuakhali,198",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
31 - 35,prefer not to disclose,Business,Social,"Patuakhali,198",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
36 - 40,male,Engineering and IT,Engineering,"Khulna,390",Married,No,"Medical, Biological, Chemical",0.66,1.0,0.66,1.0,5.0
36 - 40,male,Engineering and IT,Engineering,"Khulna,390",Married,No,"Medical, Biological, Chemical",0.66,0.66,0.66,1.0,4.0
36 - 40,male,Engineering and IT,Engineering,"Khulna,390",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Business,Social,"Madaripur,132",Unmarried,not married,I am not married,0.33,0.66,0.33,0.33,3.0
26 - 30,prefer not to disclose,Business,Social,"Madaripur,132",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
26 - 30,prefer not to disclose,Business,Social,"Madaripur,132",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
31 - 35,prefer not to disclose,Academia,Social,"Rajshahi,449",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
31 - 35,prefer not to disclose,Academia,Social,"Rajshahi,449",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,3.0
31 - 35,prefer not to disclose,Academia,Social,"Rajshahi,449",Unmarried,not married,I am not married,1.0,1.0,0.66,0.66,5.0
26 - 30,prefer not to disclose,Business,Business,"Moulvibazar,339",Married,No,Social,0.33,0.33,0.33,1.0,4.0
26 - 30,prefer not to disclose,Business,Business,"Moulvibazar,339",Married,No,Social,0.66,0.66,1.0,0.33,4.0
26 - 30,prefer not to disclose,Business,Business,"Moulvibazar,339",Married,No,Social,1.0,1.0,0.66,0.33,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Sylhet,180",Married,Spouce does not work,Business,0.33,1.0,1.0,0.33,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Sylhet,180",Married,Spouce does not work,Business,0.66,1.0,0.66,0.33,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Sylhet,180",Married,Spouce does not work,Business,0.33,1.0,0.66,1.0,5.0
26 - 30,prefer not to disclose,Business,Business,"Gaibandha,432",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
26 - 30,prefer not to disclose,Business,Business,"Gaibandha,432",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
26 - 30,prefer not to disclose,Business,Business,"Gaibandha,432",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
36 - 40,female,Engineering and IT,Engineering,"Faridpur,40",Married,Spouce does not work,Science,0.33,0.33,1.0,1.0,4.0
36 - 40,female,Engineering and IT,Engineering,"Faridpur,40",Married,Spouce does not work,Science,0.66,0.66,1.0,0.33,4.0
36 - 40,female,Engineering and IT,Engineering,"Faridpur,40",Married,Spouce does not work,Science,0.66,0.66,0.66,0.66,4.0
41 or above,prefer not to disclose,Academia,Science,"Moulvibazar,355",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
41 or above,prefer not to disclose,Academia,Science,"Moulvibazar,355",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
41 or above,prefer not to disclose,Academia,Science,"Moulvibazar,355",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
26 - 30,female,Student,Science,"Brahmanbaria,282",Married,No,Business,0.66,0.66,0.33,0.33,3.0
26 - 30,female,Student,Science,"Brahmanbaria,282",Married,No,Business,1.0,0.66,1.0,0.33,5.0
26 - 30,female,Student,Science,"Brahmanbaria,282",Married,No,Business,0.33,0.66,0.66,0.66,4.0
36 - 40,male,Business,Social,"Bhola,98",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.66,0.33,3.0
36 - 40,male,Business,Social,"Bhola,98",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.66,0.33,0.66,4.0
36 - 40,male,Business,Social,"Bhola,98",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,1.0,0.66,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bhola,113",Married,Spouce does not work,Science,1.0,0.33,0.66,0.33,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bhola,113",Married,Spouce does not work,Science,0.33,0.66,0.66,1.0,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Bhola,113",Married,Spouce does not work,Science,1.0,0.33,1.0,0.33,5.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Shariatpur,410",Married,Spouce does not work,Social,0.33,1.0,0.66,1.0,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Shariatpur,410",Married,Spouce does not work,Social,0.66,1.0,0.33,0.33,3.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Shariatpur,410",Married,Spouce does not work,Social,0.33,1.0,0.66,1.0,5.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,8",Married,No,Science,0.33,0.66,0.33,0.33,3.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,8",Married,No,Science,0.66,0.66,0.33,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,8",Married,No,Science,0.66,1.0,0.66,1.0,5.0
41 or above,male,Engineering and IT,Engineering,"Lalmonirhat,420",Married,Yes,Other,0.66,0.33,0.66,0.66,3.0
41 or above,male,Engineering and IT,Engineering,"Lalmonirhat,420",Married,Yes,Other,0.66,1.0,1.0,0.66,5.0
41 or above,male,Engineering and IT,Engineering,"Lalmonirhat,420",Married,Yes,Other,1.0,0.33,0.66,1.0,5.0
26 - 30,male,Business,Social,"Nilphamari,282",Married,Yes,Science,1.0,0.66,0.33,1.0,5.0
26 - 30,male,Business,Social,"Nilphamari,282",Married,Yes,Science,0.33,1.0,0.33,0.66,4.0
26 - 30,male,Business,Social,"Nilphamari,282",Married,Yes,Science,1.0,1.0,0.66,0.33,5.0
41 or above,prefer not to disclose,Business,Science,"Netrokona,404",Married,No,Other,1.0,0.66,0.33,0.66,4.0
41 or above,prefer not to disclose,Business,Science,"Netrokona,404",Married,No,Other,0.33,1.0,1.0,1.0,4.0
41 or above,prefer not to disclose,Business,Science,"Netrokona,404",Married,No,Other,0.66,0.33,0.66,0.66,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Gaibandha,245",Married,Yes,Business,0.33,1.0,1.0,0.33,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Gaibandha,245",Married,Yes,Business,0.33,0.66,1.0,1.0,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Gaibandha,245",Married,Yes,Business,1.0,0.66,1.0,0.33,4.0
26 - 30,male,Academia,Social,"Nilphamari,478",Married,No,Other,0.33,1.0,1.0,1.0,5.0
26 - 30,male,Academia,Social,"Nilphamari,478",Married,No,Other,0.66,0.66,0.33,0.33,3.0
26 - 30,male,Academia,Social,"Nilphamari,478",Married,No,Other,0.66,1.0,0.66,1.0,5.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,437",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,437",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Naogaon,437",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
36 - 40,male,Business,Science,"Madaripur,229",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
36 - 40,male,Business,Science,"Madaripur,229",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
36 - 40,male,Business,Science,"Madaripur,229",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
36 - 40,female,Engineering and IT,Engineering,"Rajbari,193",Married,No,"Medical, Biological, Chemical",0.33,0.33,1.0,0.33,3.0
36 - 40,female,Engineering and IT,Engineering,"Rajbari,193",Married,No,"Medical, Biological, Chemical",1.0,0.66,0.33,1.0,5.0
36 - 40,female,Engineering and IT,Engineering,"Rajbari,193",Married,No,"Medical, Biological, Chemical",0.66,0.33,0.66,0.66,4.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,421",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,421",Unmarried,not married,I am not married,0.33,0.66,0.33,0.33,3.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,421",Unmarried,not married,I am not married,0.33,1.0,0.33,0.66,3.0
20 - 25,female,Academia,Science,"Rajbari,263",Married,Yes,Other,0.33,1.0,0.66,0.33,3.0
20 - 25,female,Academia,Science,"Rajbari,263",Married,Yes,Other,0.33,1.0,0.66,0.66,3.0
20 - 25,female,Academia,Science,"Rajbari,263",Married,Yes,Other,0.66,0.66,0.66,0.33,3.0
20 - 25,female,Academia,Science,"Sunamganj,449",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
20 - 25,female,Academia,Science,"Sunamganj,449",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,4.0
20 - 25,female,Academia,Science,"Sunamganj,449",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
36 - 40,female,Other,Business,"Pirojpur,206",Married,Yes,Business,0.33,1.0,1.0,0.66,4.0
36 - 40,female,Other,Business,"Pirojpur,206",Married,Yes,Business,0.33,0.66,0.66,0.66,4.0
36 - 40,female,Other,Business,"Pirojpur,206",Married,Yes,Business,0.33,1.0,0.33,0.66,3.0
26 - 30,prefer not to disclose,Business,Science,"Jessore,79",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
26 - 30,prefer not to disclose,Business,Science,"Jessore,79",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
26 - 30,prefer not to disclose,Business,Science,"Jessore,79",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,4.0
41 or above,male,Other,Business,"Nilphamari,53",Married,Spouce does not work,Science,1.0,0.33,0.33,1.0,4.0
41 or above,male,Other,Business,"Nilphamari,53",Married,Spouce does not work,Science,1.0,1.0,0.33,0.33,4.0
41 or above,male,Other,Business,"Nilphamari,53",Married,Spouce does not work,Science,0.66,1.0,0.66,1.0,5.0
31 - 35,male,Student,Business,"Rajshahi,211",Married,Yes,Engineering,1.0,0.33,1.0,0.66,4.0
31 - 35,male,Student,Business,"Rajshahi,211",Married,Yes,Engineering,0.33,0.66,0.33,1.0,4.0
31 - 35,male,Student,Business,"Rajshahi,211",Married,Yes,Engineering,0.66,1.0,1.0,1.0,5.0
20 - 25,female,Business,Social,"Dinajpur,345",Married,No,Social,0.33,0.66,0.33,0.66,3.0
20 - 25,female,Business,Social,"Dinajpur,345",Married,No,Social,0.33,0.66,0.66,1.0,4.0
20 - 25,female,Business,Social,"Dinajpur,345",Married,No,Social,1.0,1.0,1.0,1.0,5.0
31 - 35,male,Other,Business,"Panchagarh,24",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,3.0
31 - 35,male,Other,Business,"Panchagarh,24",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
31 - 35,male,Other,Business,"Panchagarh,24",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
41 or above,female,Business,Social,"Gazipur,225",Married,Spouce does not work,Science,0.66,0.33,0.66,0.33,4.0
41 or above,female,Business,Social,"Gazipur,225",Married,Spouce does not work,Science,0.33,0.66,0.33,0.33,3.0
41 or above,female,Business,Social,"Gazipur,225",Married,Spouce does not work,Science,0.33,1.0,1.0,0.66,4.0
26 - 30,male,Student,Social,"Kushtia,161",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
26 - 30,male,Student,Social,"Kushtia,161",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
26 - 30,male,Student,Social,"Kushtia,161",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,4.0
20 - 25,female,Engineering and IT,Engineering,"Sunamganj,258",Married,No,"Medical, Biological, Chemical",1.0,1.0,0.33,0.33,4.0
20 - 25,female,Engineering and IT,Engineering,"Sunamganj,258",Married,No,"Medical, Biological, Chemical",0.33,0.33,1.0,1.0,4.0
20 - 25,female,Engineering and IT,Engineering,"Sunamganj,258",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.66,0.66,5.0
26 - 30,female,Engineering and IT,Engineering,"Sherpur,242",Married,Spouce does not work,Business,1.0,0.66,1.0,0.33,5.0
26 - 30,female,Engineering and IT,Engineering,"Sherpur,242",Married,Spouce does not work,Business,1.0,1.0,0.66,0.33,4.0
26 - 30,female,Engineering and IT,Engineering,"Sherpur,242",Married,Spouce does not work,Business,0.33,0.33,0.33,0.33,2.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Kushtia,413",Married,No,Social,1.0,1.0,0.33,0.33,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Kushtia,413",Married,No,Social,1.0,0.66,0.66,0.33,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Kushtia,413",Married,No,Social,0.33,0.33,0.66,0.66,3.0
41 or above,prefer not to disclose,Student,Science,"Narayanganj,137",Married,No,Social,1.0,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Student,Science,"Narayanganj,137",Married,No,Social,1.0,0.33,1.0,0.66,5.0
41 or above,prefer not to disclose,Student,Science,"Narayanganj,137",Married,No,Social,1.0,1.0,0.33,1.0,5.0
36 - 40,male,Academia,Science,"Shariatpur,48",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
36 - 40,male,Academia,Science,"Shariatpur,48",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,4.0
36 - 40,male,Academia,Science,"Shariatpur,48",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
31 - 35,male,Academia,Science,"Khulna,89",Married,Yes,Business,1.0,1.0,1.0,0.33,5.0
31 - 35,male,Academia,Science,"Khulna,89",Married,Yes,Business,0.66,1.0,0.33,1.0,5.0
31 - 35,male,Academia,Science,"Khulna,89",Married,Yes,Business,0.66,1.0,0.33,1.0,4.0
31 - 35,female,Other,Business,"Jessore,376",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
31 - 35,female,Other,Business,"Jessore,376",Unmarried,not married,I am not married,0.33,1.0,0.33,0.66,4.0
31 - 35,female,Other,Business,"Jessore,376",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Sirajganj,144",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Sirajganj,144",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Sirajganj,144",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
31 - 35,female,Academia,Science,"Magura,385",Unmarried,not married,I am not married,0.33,0.33,0.33,0.66,2.0
31 - 35,female,Academia,Science,"Magura,385",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
31 - 35,female,Academia,Science,"Magura,385",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,2.0
36 - 40,male,Academia,Science,"Naogaon,69",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,1.0,0.66,5.0
36 - 40,male,Academia,Science,"Naogaon,69",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.66,3.0
36 - 40,male,Academia,Science,"Naogaon,69",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,1.0,4.0
36 - 40,prefer not to disclose,Other,Business,"Panchagarh,183",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,3.0
36 - 40,prefer not to disclose,Other,Business,"Panchagarh,183",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
36 - 40,prefer not to disclose,Other,Business,"Panchagarh,183",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
31 - 35,female,Academia,Business,"Barisal,196",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
31 - 35,female,Academia,Business,"Barisal,196",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
31 - 35,female,Academia,Business,"Barisal,196",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
41 or above,prefer not to disclose,Other,Business,"Naogaon,304",Married,Spouce does not work,Other,1.0,0.33,0.33,0.66,4.0
41 or above,prefer not to disclose,Other,Business,"Naogaon,304",Married,Spouce does not work,Other,0.66,0.66,0.66,1.0,5.0
41 or above,prefer not to disclose,Other,Business,"Naogaon,304",Married,Spouce does not work,Other,0.33,1.0,0.66,0.66,4.0
36 - 40,male,Business,Social,"Jessore,240",Married,Spouce does not work,Other,0.33,0.66,0.33,0.33,3.0
36 - 40,male,Business,Social,"Jessore,240",Married,Spouce does not work,Other,1.0,0.66,0.66,0.66,4.0
36 - 40,male,Business,Social,"Jessore,240",Married,Spouce does not work,Other,0.33,0.33,1.0,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Manikganj,231",Married,No,"Medical, Biological, Chemical",0.66,0.66,0.66,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Manikganj,231",Married,No,"Medical, Biological, Chemical",0.33,0.66,0.66,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Manikganj,231",Married,No,"Medical, Biological, Chemical",1.0,0.66,0.66,0.33,4.0
41 or above,male,Other,Business,"Gazipur,171",Married,Spouce does not work,Science,0.33,1.0,0.33,0.66,4.0
